content,sentiment
buat kalian para sigma yg mau belajar coding disi Ohio aplikasi nya,netral
bagus dikit,positif
keren,positif
good for learning,positif
amazing,positif
User friendly... Bagusss bangett,netral
very good,positif
bagus sekali,positif
mantab kangg langsung paham aing!,netral
Mantap,netral
adakan translate indonesia dong,netral
Too many ads.,netral
"Still disappoitned how my 13 streak was ruined by maintenance, can't get over it",negatif
"Halo Tim SoloLearn, Saya sangat menghargai platform ini dan semua usaha Anda. Saya ingin mengusulkan agar SoloLearn menambahkan dukungan bahasa Indonesia. Fitur ini akan sangat membantu banyak pengguna di Indonesia yang mungkin belum lancar berbahasa Inggris. Dengan menambahkan bahasa Indonesia, SoloLearn bisa menjangkau lebih banyak orang dan membuat pengalaman belajar lebih inklusif. Terima kasih atas perhatian Anda!",positif
sangat bagus untuk belajar. sayang gak gratis,positif
mudah dimengerti,positif
aplikasinya keren untuk coding,positif
Keren aku bisa belajar banyak tentang IT disini,netral
nicely done,positif
Awesome app,positif
nice,positif
masalahnya sudah di bereskan tetapi pembelajarannya sangat tidak bagus,netral
jika anda pemula di bidang pemrograman dan mendownload aplikasi ini. itu adalah keputusan yang tepat,netral
Thank you for guiding me in coding,positif
Aplikasi ini bagus buat belajar coding dari 0,positif
is i good,positif
good tho 👍,positif
bagus,positif
ramah untuk pengguna baru ataupun yang benar benar ingin belajar tentang dunia it,netral
bagus sekali,positif
sangat baik dan recommended,positif
hi all,netral
Sangat bagus buat study,positif
Semoga kedepan nya bisa membuat yang gratis supaya bisa terus belajar,positif
nice my acc just lost,netral
Tidak bisa login,netral
Baik selalu,netral
"Ini aplikasi the best wanjay, kalau bisa pake trial pro dan habisin(pelajari) semua bahasa codingnya kalau bisa. Ya karena kita belajarnya pake trial jadi makin gampang parah dan juga mudah cepat paham",positif
berguna,positif
good,positif
bagus buat yg bener² gak tau dunia cofingan,positif
"I think or hope this app Can Give a translation for all language ,even use an ai that's fine So some people can easily learn the language from the original language this app ( English ), the translation for now only for some languages not all",positif
"Thanks, this app help me a lot",positif
membantu banget,netral
"Good,It's my first time use this..",netral
"Bagus sekali aplikasi ini, dengan aplikasi ini saya cepat paham",positif
please provide Indonesian,positif
nice apps.. i like it..,positif
"this app so help me to increase my experiences on data science, and about the informatics section as a student in high school this is much than assist me, i love this app! thank you SoloLearn!",positif
wow awesome. still in the beginning though,positif
Sololearn:Learn to c...,netral
"bagusss mantapp, mudah di pahami",positif
nice apk,positif
perfecly build for adhd lol,positif
please not premium,positif
bisa digunakan secara gratis tetapi sayangnya belum ada materi tentang php,positif
Bagussdd bangetttttt,netral
please support Indonesia Language,positif
tidak ada bahasa Indonesia,negatif
thank you i like to aplikasesin,positif
"nice a application, good luck for development",positif
"ada bug di javascript intermediet, tidak bisa complete",netral
i really like it,positif
what's wrong with this app? i prefer old version. it doesn't have heart system.,negatif
cocok untuk upgrade skill dan belajar dengan menyenangkan,positif
bagus,positif
sangat bagus saya sudah bisa menjadi programmer berkat apk ini,positif
nice app!,positif
apk yg sangat bagus buat pemula belajar coding dan mudah dipahami,positif
sangat baik dalam pembelajaran dasar coding 😁👍🏻👍🏻,positif
Saya memberikan bintang satu ke aplikasi ini hanya karena tidak membalas rating saya . Saya bilang tolong sediakan bahasa Indonesia jika kalian menyediakan bahasa Indonesia saya akan kasih bintang 5 untuk sololearn . PAHAM !!,negatif
berguna banget cok jadi makin pandai gua,positif
"bagus karena bisa belajar pemrograman,dengan cara permainan",positif
Ardi Dharmawan awesome,positif
"kerennnnn, cool, i hope next time i have translate to bahasa Indonesia",positif
mantap,positif
great app tbh,positif
mantap,positif
No have translate English to Indonesian,netral
Good apps for learning web development,positif
"By. Zwn bnrv:;;""""4🍓🍓CV 2o2",netral
"I wish I could subscribe to the pro version. When it is too expensive, free courses on YouTube suit me.",netral
Mantap jiwa!!! ini adalah salah satu aplikasi belajar coding terbaik dan mudah digunakan.,positif
Bagus sih tapi ga da bahasa indonesia,netral
aplikasi nya berguna banget,positif
Sangat bermanfaat,netral
seru,positif
keren pembelajaran yang bagus namun perlu di ketahui kalau di dalam aplikasi bahasa inggris semua,positif
"Bagus banget Aplikasinya, Cuma kurang bhs Indonesia aja",netral
membantu sangat,netral
terimakasih,netral
mwantap cek,netral
good,positif
"app ini sangat bermanfaat untuk belajar pemrograman dengan penjelasan mudah dipahami walaupun belum tersedia bahasa Indonesia ditambah adanya tempat untuk interaksi dan berbagi informasi ke pengguna lain yang sangat membantu belajar pemrograman. kekurangan yang saya alami yaitu saat mempelajari coding fundamental yang sudah memuat seluruh course intro to Python namun progress saya tidak langsung terakumulasi ke course intro to Python, sehingga tidak bisa langsung dapat sertifikat intro to Python",netral
seru mudah di pahami,positif
"seruu meski kebanyakan bahasanya pake selain bahasa indonesia, tapi buat yg kemampuan bahasa nya kurang boleh pake bahasa inggris, bahasa inggrisnya cukup mudah dipahami kok",netral
aplikasi terbaik untuk belajar,positif
This application is so very very good 🤭😁,positif
it's good. because there are a course of C++. I'm very like this language.,positif
baikk,netral
ayo coba terus belajar,netral
good,positif
bagus untuk pemula dan pelajar gratisan 🔥🤑,positif
Bagus untuk belajar,netral
good,positif
best,positif
"Thank you for teaching me coding, I am very grateful.",positif
sangat membantu sekali untuk pemula 👍👍👍,netral
"bagus banget untuk pemula, rekomendasi sih bagi yang mau belajar",positif
lumayan bagus aplikasi ini tapi buat deplover aku punya saran tolong tambahkan penerjemahan bahasa Indonesia.,positif
sangat bagus membantu bagi pemula untuk belajar dan memahami coding,positif
"Aku dulu pernah pakai app Sololearn..., sempat akrab dengan mereka² yang sesama mgepen khususnya dijalur obrolan nya. Memang Hebat! Luar biasa app SOLOLEARN 👍❤️🙏,, TAPI saya lupa E.ml. & S.d. untuk masuk lagi. Terima kasih banyak Sololearn",netral
"Bagus tpi tmbah saran klopun yang mode gratis bisa buka salah satu fitur pro dengan nonton iklan. Bgitu buka fitur pro yang lainnya lagi kasih aja video iklan. Biar tetap dapat fund dari iklannya, pasti banyak yang mau kok.",positif
Good,positif
good,positif
Amazing,positif
baguss👍,netral
"Love this app, alhamdulillah 🤍. And.. I wanna give an advice.. I wish Sololearn PRO version could be affordable for students or College student.. Thank you very much",positif
bagus dan membantu,positif
"Saya bisa membuat project php,tapi dimana course untuk php?. I want to learn php. why isn't there one?",positif
"Udh bagus sih dan bisa belajar program language, tapi aplikasinya perlu premium dan fiturnya kayak gk kerasa bagi gw, dan setiap ada soal pilihan a atau b pasti jawabannya b terus ata yg paling bawah, jadi udh tau jawabannya walupun gk ngerti makanannya",positif
"Pembelajaran di rekomendasikan. Pembelajaran tertata dengan baik. Opsi salah jawab sekarang sudah benar tidak perlu mengulang, UI dan UX baru!",netral
aplikasi nya Gambang di pahami,netral
very good game changer to study code,positif
Aplikasi kikir,netral
gampang buat ngerti,netral
Mohon buatkan versi bahasa indonesianya,netral
great!!,positif
"had to learn Java and leave C# for AOH3 modding, but overall rating? good!",positif
sangat membantu,netral
nice,positif
"application this is very helpful, thank you",positif
Apakah Anda bisa menambahkan bahasa Indonesia,netral
aplikasinya sangat bagus🤩,netral
good,positif
top,positif
"sejauh ini bagus untuk versi gratisnya, banyak yang bisa dipelajari dari versi gratis.",positif
ssangat bermanfaat,netral
"This is very easy to understand the lesson, I love it!",positif
the best app to learn code for beginner,positif
"semuanya bagus, tapi sayangnya ngg ada bahasa Indonesia",netral
ok,positif
highly recommended,positif
Nice😍,netral
Helpful App 👍,positif
IDK,netral
"keren, mudah dipahami 🥰🥰🥰",positif
Need more programming language such as dart or the others,netral
Can you add student pricing for PRO features?,netral
seru,positif
Good Aps,positif
very good very well,positif
"So atractive,, sangat membantu pemula utk mengenal bahasa Pemprograman",netral
bagus untuk mengasah pelajaran yang di pelajari di sekolah,positif
"This is very helpful for beginner programmers who want to learn the basics of programming. The learning is easy to understand, clear, and fun because there are challenges to be able to compete via the leaderboard",positif
makasih udah ngadain,netral
can you add indonesian language because i don't understand english well,netral
awesome apps,positif
kepencet premium 😞 hell nah,netral
"This is a good app, but developers need to add language Indonesia",positif
saya semakin bisa mengoding😁,netral
APLIKASI BERMANFAAT BUAT BELAJAR CODING,netral
"Keren, sangat membantu untuk belajar bahasa pemrograman",netral
"keren, worth it, tempat belajar yg mudah buat belajar bahasa pemrograman",positif
"ini kenapa ya, saya ingin menjawab soal yang di beri tapi terkadang ketika saya menjawab tombol pada jawabnya tidak mengkonfirmasi jawaban saya mohon bantuannya",netral
bagus.tp blm eksplore lebih dalam,netral
Tambahkan lagi,netral
Indonesian translate please,positif
gg parah,netral
bagus,positif
sangat membantu sekali,netral
Aplikasi ini bagus dan sangat membantu says,positif
"Is there any options, that I join the member monthly?",positif
bagus karena aplikasi ini dapat membuat saya belajar coding dengan jelas dan lancar serta untuk belajarnya kebanyakan gratis,positif
sangat membantu gaes,netral
Tolong tambahkan terjemahan dalam bahasa indonesia🙏🤲,netral
lumayan ngasah otak,netral
"Aplikasinya sangat bagus untuk keseluruhan, minusnya hanya di penerjemahan bahasa yang masih sangat terbatas, jadi untuk kedepannya tolong tambahkan beberapa terjemahan seperti bahasa Indonesia dan lain lain",positif
"bagus, dan bermanfaat",netral
frequent force close,netral
saya sangat membantu dengan sololearn,netral
"Add VBA so i can use in excel (macro), Please",positif
okey,netral
Mungkin akan lebih baik jika menambahkan widget untuk tujuan(Goal) runtutan seperti yang ada di Duolingo.,positif
Apk sangat bagus dan banyak sekali pilihan macam macam kode,positif
bagus. tinggal isi kolom. mudah di mengerti. jadi contoh koding td dapat jd bayangan saya membuat koding lain krn ada contohnya. makasih,positif
so cool apps,positif
aplikasi udah seru banget lho mudah di mengerti nice lah pokoknya. tapi kekurangannya yang pertama hati nya cuma ada 4 jadi klo salah 4 kali harus nunggu Sehari untuk mengisi hati Tersebut jadi di sarankan udh ada aplikasi lain klo hati nya abis terus yang ke dua yang paling penting nih perlu di catat banget buat developer nya di tambahin bahasa Indonesia biar aku gak ribet bolak balik buka translate,positif
great,positif
best practise,positif
"keren, tapi tolong dong Adain harga pro untuk pelajar yang lebih murah, saya sebagai pelajar keberatan dengan harga pertahun atau perbulan nya. terimakasih. overall sololearn sangat membantu saya, saya sangat mendukung kemajuan aplikasi dan company nya.",netral
User friendly,positif
Semoga selalu baik & Lebih berkembang untuk membuat kita semua pintar ngodingnya,positif
"Halo aplikasi ini sangat bagus selain belajar disini juga ada tempat untuk berdiskusi, bisa kah saya mendapat terjemahan dari bahasa Indonesia saya masih belajar bahasa Inggris namun belum sepenuhnya memahami nya, tolong jika anda membaca ini saya mohon kepada anda ini akan sangat membantu saya terimakasih.",positif
"Masih belum ditambah untuk kelas AI relatednya (Contoh: Kursus TensorFlow, PyTorch, Scikit-learn, dll).",netral
keren keren,positif
sumpahh yang mau belajar bahasa pemrograman dari awal mending disini aja ini aplikasi bagus banget mudah cara memahaminya,positif
Why my sololearn so slow... Please fix it's so great apk..,positif
This app is good,positif
aplikasi cacat. ga bisa masuk ke courses. udah bisa masuk malah ga bisa loading.,netral
buat kalian para sigma yg mau belajar coding disi Ohio aplikasi nya,netral
bagus dikit,positif
keren,positif
good for learning,positif
amazing,positif
User friendly... Bagusss bangett,netral
very good,positif
bagus sekali,positif
mantab kangg langsung paham aing!,netral
Mantap,netral
adakan translate indonesia dong,netral
Too many ads.,netral
"Still disappoitned how my 13 streak was ruined by maintenance, can't get over it",negatif
